Time Period,period start date,Payer Name,Payer Segment,Channel,Line of therapy,HCO Territory,HCO Region,HCO Area,HCO Nation,drug name,class,claims count,paid claims count,reverse claim count,rejected claim count,reject reason,Patient Count
PR3M,,UnitedHealthcare,Commercial,Managed Care,1L,Pennsylvania_West,Pennsylvania,North,US,ILUMYA,IL-23,851,612,29,210,Prior Authorization Required,647
PR3M,,Medicare FFS,Government,Medicare,1L,Pennsylvania_West,Pennsylvania,North,US,Skyrizi,IL-23,121,81,18,22,Authorization Denied,106
PR3M,,Highmark,Regional Health Plan,Managed Care,1L,Pennsylvania_West,Pennsylvania,North,US,Cosentyx,IL-17A,843,488,8,347,Refill Too Soon,759
PR3M,,TRICARE,Government,Federal,3L+,Pennsylvania_West,Pennsylvania,North,US,ILUMYA,IL-23,546,252,16,278,Prior Authorization Required,404
PR3M,,Humana,Commercial,Medicare Advantage,1L,Pennsylvania_West,Pennsylvania,North,US,Cosentyx,IL-17A,136,108,20,8,Prior Authorization Required,102
PR3M,,CareSource,Medicaid Managed Care,Medicaid,1L,Pennsylvania_West,Pennsylvania,North,US,Cosentyx,IL-17A,350,234,2,114,Refill Too Soon,228
PR3M,,Medicaid State Plans,Government,Medicaid,3L+,Texas_North,Texas,North,US,Cosentyx,IL-17A,652,593,0,59,Referral Required,463
PR3M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,2L,Washington_State,Washington,West,US,ILUMYA,IL-23,125,61,47,17,Medical Records Requested,99
PR3M,,TRICARE,Government,Federal,3L+,Texas_North,Texas,North,US,Tremfya,IL-23,871,186,41,644,Authorization Denied,645
PR3M,,Optum Rx,PBM,Pharmacy Benefit,3L+,Texas_North,Texas,North,US,Cosentyx,IL-17A,158,126,25,7,Referral Required,131
PR3M,,Health Care Service Corporation,Commercial,Managed Care,3L+,Virginia_North,Virginia,West,US,Cosentyx,IL-17A,611,516,9,86,Referral Required,489
PR3M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,1L,Virginia_North,Virginia,West,US,ILUMYA,IL-23,803,672,12,119,Authorization Denied,683
PR3M,,UnitedHealthcare,Commercial,Managed Care,1L,Texas_South,Texas,North,US,Cosentyx,IL-17A,321,73,39,209,Authorization Denied,215
PR3M,,Blue Cross Blue Shield,Commercial,Managed Care,3L+,Texas_North,Texas,North,US,ILUMYA,IL-23,904,225,10,669,Authorization Denied,796
PR3M,,Veterans Health Administration (VA),Government,Veterans/Federal,2L,Texas_North,Texas,North,US,BIMZLEX,IL-17A & IL-17F,584,116,37,431,Referral Required,420
PR3M,,Highmark,Regional Health Plan,Managed Care,1L,Texas_South,Texas,North,US,ILUMYA,IL-23,177,68,46,63,Authorization Denied,122
PR3M,,Blue Cross Blue Shield,Commercial,Managed Care,2L,Virginia_North,Virginia,West,US,Skyrizi,IL-23,764,281,37,446,Authorization Denied,642
PR3M,,Cigna Healthcare,Commercial,Managed Care,2L,Texas_South,Texas,North,US,ILUMYA,IL-23,469,221,32,216,Prior Authorization Required,413
PR3M,,UnitedHealthcare,Commercial,Managed Care,2L,Washington_State,Washington,West,US,Stelara,IL-12/23,173,78,49,46,Authorization Denied,118
PR3M,,Health Care Service Corporation,Commercial,Managed Care,2L,Virginia_South,Virginia,East,US,Cosentyx,IL-17A,503,133,37,333,Authorization Denied,387
PR3M,,WellCare,Medicare/Medicaid,Medicare Advantage,1L,Washington_State,Washington,West,US,Humira,TNF,320,154,38,128,Refill Too Soon,246
PR3M,,TRICARE,Government,Federal,3L+,Texas_South,Texas,North,US,ILUMYA,IL-23,485,366,37,82,Authorization Denied,417
PR3M,,Cigna Healthcare,Commercial,Managed Care,3L+,Tennessee_Nashville,Tennessee,West,US,Tremfya,IL-23,813,537,44,232,Referral Required,610
PR3M,,Veterans Health Administration (VA),Government,Veterans/Federal,1L,Texas_South,Texas,North,US,ILUMYA,IL-23,975,183,12,780,Refill Too Soon,829
PR3M,,Health Care Service Corporation,Commercial,Managed Care,3L+,Virginia_South,Virginia,East,US,Tremfya,IL-23,737,349,50,338,Refill Too Soon,516
PR3M,,Centene Corporation,Medicaid Managed Care,Medicaid,1L,Texas_North,Texas,North,US,Humira,TNF,562,77,21,464,Referral Required,461
PR3M,,TRICARE,Government,Federal,1L,Virginia_North,Virginia,West,US,BIMZLEX,IL-17A & IL-17F,371,179,28,164,Medical Records Requested,256
PR3M,,EmblemHealth,Regional Health Plan,Managed Care,1L,Washington_State,Washington,West,US,Stelara,IL-12/23,536,468,25,43,Authorization Denied,397
PR3M,,Optum Rx,PBM,Pharmacy Benefit,1L,Virginia_South,Virginia,East,US,Cosentyx,IL-17A,928,669,49,210,Referral Required,761
PR3M,,EmblemHealth,Regional Health Plan,Managed Care,3L+,Texas_South,Texas,North,US,ILUMYA,IL-23,232,127,43,62,Refill Too Soon,183
PR3M,,Blue Cross Blue Shield,Commercial,Managed Care,2L,Texas_North,Texas,North,US,BIMZLEX,IL-17A & IL-17F,650,54,18,578,Authorization Denied,527
PR3M,,Optum Rx,PBM,Pharmacy Benefit,1L,Tennessee_Nashville,Tennessee,West,US,Cosentyx,IL-17A,900,207,1,692,Authorization Denied,630
PR3M,,WellCare,Medicare/Medicaid,Medicare Advantage,1L,Virginia_South,Virginia,East,US,Humira,TNF,737,655,1,81,Authorization Denied,560
PR3M,,Centene Corporation,Medicaid Managed Care,Medicaid,1L,Texas_North,Texas,North,US,Cosentyx,IL-17A,947,691,49,207,Prior Authorization Required,682
PR3M,,Veterans Health Administration (VA),Government,Veterans/Federal,1L,Tennessee_Nashville,Tennessee,West,US,Humira,TNF,237,201,14,22,Medical Records Requested,197
PR3M,,Molina Healthcare,Medicaid Managed Care,Medicaid,1L,Washington_State,Washington,West,US,Tremfya,IL-23,674,154,27,493,Authorization Denied,586
PR3M,,Centene Corporation,Medicaid Managed Care,Medicaid,3L+,Virginia_South,Virginia,East,US,Humira,TNF,660,493,17,150,Prior Authorization Required,561
PR3M,,Veterans Health Administration (VA),Government,Veterans/Federal,2L,Texas_South,Texas,North,US,BIMZLEX,IL-17A & IL-17F,337,141,10,186,Prior Authorization Required,303
PR3M,,TRICARE,Government,Federal,3L+,Tennessee_Nashville,Tennessee,West,US,BIMZLEX,IL-17A & IL-17F,353,327,22,4,Medical Records Requested,268
PR3M,,EmblemHealth,Regional Health Plan,Managed Care,2L,Texas_South,Texas,North,US,Cosentyx,IL-17A,769,738,31,0,Medical Records Requested,569
PR3M,,Health Care Service Corporation,Commercial,Managed Care,1L,Virginia_North,Virginia,West,US,Tremfya,IL-23,149,93,2,54,Referral Required,124
PR3M,,Aetna,Commercial,Managed Care,3L+,Washington_State,Washington,West,US,Stelara,IL-12/23,466,287,3,176,Authorization Denied,331
PR3M,,TRICARE,Government,Federal,1L,Texas_South,Texas,North,US,ILUMYA,IL-23,241,125,19,97,Medical Records Requested,181
PR3M,,Cigna Healthcare,Commercial,Managed Care,2L,Texas_North,Texas,North,US,Cosentyx,IL-17A,544,77,7,460,Prior Authorization Required,452
PR3M,,UnitedHealthcare,Commercial,Managed Care,3L+,Texas_North,Texas,North,US,ILUMYA,IL-23,879,680,25,174,Prior Authorization Required,686
PR3M,,UnitedHealthcare,Commercial,Managed Care,2L,Tennessee_Nashville,Tennessee,West,US,Stelara,IL-12/23,189,61,33,95,Medical Records Requested,151
PR3M,,Prime Therapeutics,PBM,Pharmacy Benefit,2L,Texas_North,Texas,North,US,ILUMYA,IL-23,514,141,9,364,Prior Authorization Required,416
PR3M,,Express Scripts,PBM,Pharmacy Benefit,2L,Virginia_South,Virginia,East,US,Humira,TNF,335,288,13,34,Authorization Denied,241
PR3M,,Florida Blue,Regional Health Plan,Managed Care,3L+,Tennessee_Nashville,Tennessee,West,US,ILUMYA,IL-23,721,346,32,343,Medical Records Requested,541
PR3M,,Veterans Health Administration (VA),Government,Veterans/Federal,2L,Texas_North,Texas,North,US,Tremfya,IL-23,934,364,10,560,Medical Records Requested,738
PR3M,,Molina Healthcare,Medicaid Managed Care,Medicaid,2L,Tennessee_Nashville,Tennessee,West,US,Cosentyx,IL-17A,434,102,36,296,Prior Authorization Required,282
PR3M,,Humana,Commercial,Medicare Advantage,3L+,Virginia_South,Virginia,East,US,Stelara,IL-12/23,877,275,28,574,Prior Authorization Required,667
PR3M,,Elevance Health (Anthem),Commercial,Managed Care,2L,Virginia_North,Virginia,West,US,Stelara,IL-12/23,639,162,44,433,Medical Records Requested,518
PR3M,,Humana,Commercial,Medicare Advantage,1L,Virginia_North,Virginia,West,US,Skyrizi,IL-23,166,131,30,5,Prior Authorization Required,144
PR3M,,Cigna Healthcare,Commercial,Managed Care,1L,Texas_North,Texas,North,US,Cosentyx,IL-17A,999,898,14,87,Prior Authorization Required,669
PR3M,,Elevance Health (Anthem),Commercial,Managed Care,1L,Washington_State,Washington,West,US,ILUMYA,IL-23,300,144,39,117,Referral Required,270
PR3M,,Prime Therapeutics,PBM,Pharmacy Benefit,1L,Texas_South,Texas,North,US,BIMZLEX,IL-17A & IL-17F,617,64,50,503,Authorization Denied,420
PR3M,,Prime Therapeutics,PBM,Pharmacy Benefit,2L,Virginia_North,Virginia,West,US,ILUMYA,IL-23,426,373,25,28,Authorization Denied,383
PR3M,,CVS Caremark,PBM,Pharmacy Benefit,3L+,Texas_South,Texas,North,US,Humira,TNF,234,58,40,136,Medical Records Requested,211
PR3M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,1L,Washington_State,Washington,West,US,BIMZLEX,IL-17A & IL-17F,957,679,1,277,Prior Authorization Required,737
PR3M,,Veterans Health Administration (VA),Government,Veterans/Federal,1L,Tennessee_Nashville,Tennessee,West,US,BIMZLEX,IL-17A & IL-17F,301,88,0,213,Authorization Denied,199
PR3M,,Highmark,Regional Health Plan,Managed Care,1L,Texas_North,Texas,North,US,Tremfya,IL-23,657,88,1,568,Prior Authorization Required,440
PR3M,,Medicaid State Plans,Government,Medicaid,3L+,Texas_South,Texas,North,US,Tremfya,IL-23,820,777,35,8,Medical Records Requested,631
PR3M,,Blue Cross Blue Shield,Commercial,Managed Care,2L,Tennessee_Nashville,Tennessee,West,US,Stelara,IL-12/23,475,262,15,198,Prior Authorization Required,323
PR3M,,CareSource,Medicaid Managed Care,Medicaid,3L+,Virginia_South,Virginia,East,US,Humira,TNF,506,281,30,195,Prior Authorization Required,369
PR3M,,Prime Therapeutics,PBM,Pharmacy Benefit,1L,Virginia_South,Virginia,East,US,Skyrizi,IL-23,549,340,28,181,Referral Required,467
PR3M,,CareSource,Medicaid Managed Care,Medicaid,3L+,Virginia_North,Virginia,West,US,Stelara,IL-12/23,940,221,29,690,Medical Records Requested,790
PR3M,,Blue Cross Blue Shield,Commercial,Managed Care,2L,Texas_North,Texas,North,US,Tremfya,IL-23,913,154,39,720,Prior Authorization Required,685
PR3M,,UnitedHealthcare,Commercial,Managed Care,3L+,Virginia_North,Virginia,West,US,Skyrizi,IL-23,759,240,23,496,Prior Authorization Required,653
PR3M,,Medicare FFS,Government,Medicare,2L,Washington_State,Washington,West,US,BIMZLEX,IL-17A & IL-17F,970,426,21,523,Authorization Denied,650
PR3M,,Health Care Service Corporation,Commercial,Managed Care,2L,Tennessee_Nashville,Tennessee,West,US,Stelara,IL-12/23,962,155,23,784,Referral Required,741
PR3M,,Prime Therapeutics,PBM,Pharmacy Benefit,2L,Washington_State,Washington,West,US,Humira,TNF,275,251,16,8,Prior Authorization Required,226
PR3M,,Elevance Health (Anthem),Commercial,Managed Care,3L+,Washington_State,Washington,West,US,Tremfya,IL-23,810,311,29,470,Referral Required,535
PR3M,,CVS Caremark,PBM,Pharmacy Benefit,2L,Washington_State,Washington,West,US,ILUMYA,IL-23,663,625,23,15,Prior Authorization Required,438
PR3M,,Independence Blue Cross,Regional Health Plan,Managed Care,3L+,Virginia_South,Virginia,East,US,Stelara,IL-12/23,106,79,10,17,Medical Records Requested,76
PR3M,,Aetna,Commercial,Managed Care,3L+,Virginia_North,Virginia,West,US,BIMZLEX,IL-17A & IL-17F,152,127,0,25,Refill Too Soon,126
PR3M,,Prime Therapeutics,PBM,Pharmacy Benefit,3L+,Texas_South,Texas,North,US,ILUMYA,IL-23,955,651,43,261,Prior Authorization Required,659
PR3M,,Centene Corporation,Medicaid Managed Care,Medicaid,2L,Virginia_South,Virginia,East,US,ILUMYA,IL-23,924,696,41,187,Authorization Denied,711
PR3M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,1L,Alabama_Birmingham,Alabama,North,US,Humira,TNF,369,106,22,241,Refill Too Soon,306
PR3M,,Cigna Healthcare,Commercial,Managed Care,1L,Alabama_Birmingham,Alabama,North,US,BIMZLEX,IL-17A & IL-17F,896,431,8,457,Prior Authorization Required,600
PR3M,,EmblemHealth,Regional Health Plan,Managed Care,3L+,Alabama_Birmingham,Alabama,North,US,Cosentyx,IL-17A,249,62,23,164,Authorization Denied,172
PR3M,,Cigna Healthcare,Commercial,Managed Care,3L+,Alabama_Birmingham,Alabama,North,US,Tremfya,IL-23,290,195,15,80,Referral Required,200
PR3M,,Optum Rx,PBM,Pharmacy Benefit,2L,Alabama_Birmingham,Alabama,North,US,Skyrizi,IL-23,190,148,17,25,Refill Too Soon,131
PR3M,,EmblemHealth,Regional Health Plan,Managed Care,2L,Alabama_Birmingham,Alabama,North,US,Humira,TNF,761,448,34,279,Prior Authorization Required,601
PR3M,,Humana,Commercial,Medicare Advantage,3L+,Arizona_Phoenix,Arizona,West,US,Humira,TNF,894,451,4,439,Medical Records Requested,715
PR3M,,Highmark,Regional Health Plan,Managed Care,1L,Arizona_Phoenix,Arizona,West,US,Stelara,IL-12/23,334,130,44,160,Prior Authorization Required,267
PR3M,,Blue Cross Blue Shield,Commercial,Managed Care,2L,Arizona_Phoenix,Arizona,West,US,BIMZLEX,IL-17A & IL-17F,532,456,3,73,Referral Required,431
PR3M,,EmblemHealth,Regional Health Plan,Managed Care,3L+,Arizona_Phoenix,Arizona,West,US,BIMZLEX,IL-17A & IL-17F,952,128,48,776,Prior Authorization Required,666
PR3M,,Florida Blue,Regional Health Plan,Managed Care,1L,Arizona_Phoenix,Arizona,West,US,Tremfya,IL-23,147,76,11,60,Medical Records Requested,97
PR3M,,Humana,Commercial,Medicare Advantage,1L,Arizona_Phoenix,Arizona,West,US,Humira,TNF,997,671,15,311,Refill Too Soon,728
PR3M,,CVS Caremark,PBM,Pharmacy Benefit,2L,Arizona_Phoenix,Arizona,West,US,ILUMYA,IL-23,607,251,24,332,Medical Records Requested,546
PR3M,,TRICARE,Government,Federal,2L,Arizona_Phoenix,Arizona,West,US,Tremfya,IL-23,796,659,26,111,Medical Records Requested,541
PR3M,,Elevance Health (Anthem),Commercial,Managed Care,3L+,California_North,California,South,US,Humira,TNF,858,656,12,190,Prior Authorization Required,712
PR3M,,EmblemHealth,Regional Health Plan,Managed Care,2L,California_North,California,South,US,Stelara,IL-12/23,515,210,39,266,Authorization Denied,438
PR3M,,Prime Therapeutics,PBM,Pharmacy Benefit,2L,California_North,California,South,US,Stelara,IL-12/23,254,100,14,140,Medical Records Requested,206
PR3M,,WellCare,Medicare/Medicaid,Medicare Advantage,2L,California_North,California,South,US,Stelara,IL-12/23,751,348,33,370,Authorization Denied,676
PR3M,,Centene Corporation,Medicaid Managed Care,Medicaid,1L,California_North,California,South,US,Cosentyx,IL-17A,873,121,33,719,Prior Authorization Required,655
PR3M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,1L,California_North,California,South,US,BIMZLEX,IL-17A & IL-17F,190,114,18,58,Medical Records Requested,143
PR3M,,UnitedHealthcare,Commercial,Managed Care,1L,California_North,California,South,US,ILUMYA,IL-23,187,138,28,21,Refill Too Soon,166
PR3M,,Medicaid State Plans,Government,Medicaid,1L,California_North,California,South,US,Stelara,IL-12/23,905,582,26,297,Medical Records Requested,615
PR3M,,CVS Caremark,PBM,Pharmacy Benefit,1L,California_North,California,South,US,Tremfya,IL-23,718,51,28,639,Medical Records Requested,495
PR3M,,Humana,Commercial,Medicare Advantage,3L+,California_North,California,South,US,Humira,TNF,173,136,14,23,Refill Too Soon,149
PR3M,,Independence Blue Cross,Regional Health Plan,Managed Care,3L+,California_North,California,South,US,Skyrizi,IL-23,925,830,37,58,Referral Required,629
PR3M,,WellCare,Medicare/Medicaid,Medicare Advantage,1L,California_North,California,South,US,Stelara,IL-12/23,628,221,14,393,Medical Records Requested,521
PR3M,,Humana,Commercial,Medicare Advantage,2L,California_North,California,South,US,Tremfya,IL-23,733,133,19,581,Authorization Denied,491
PR3M,,Cigna Healthcare,Commercial,Managed Care,1L,California_North,California,South,US,Tremfya,IL-23,274,55,46,173,Medical Records Requested,244
PR3M,,Elevance Health (Anthem),Commercial,Managed Care,3L+,California_North,California,South,US,Humira,TNF,464,298,48,118,Medical Records Requested,334
PR3M,,Medicaid State Plans,Government,Medicaid,1L,California_North,California,South,US,Cosentyx,IL-17A,928,340,42,546,Prior Authorization Required,798
PR3M,,CVS Caremark,PBM,Pharmacy Benefit,2L,California_North,California,South,US,Humira,TNF,466,137,10,319,Prior Authorization Required,359
PR3M,,TRICARE,Government,Federal,2L,California_South,California,South,US,Stelara,IL-12/23,828,261,6,561,Medical Records Requested,588
PR3M,,CVS Caremark,PBM,Pharmacy Benefit,1L,California_South,California,South,US,Cosentyx,IL-17A,480,402,42,36,Refill Too Soon,326
PR3M,,Elevance Health (Anthem),Commercial,Managed Care,1L,California_South,California,South,US,Humira,TNF,605,514,8,83,Refill Too Soon,508
PR3M,,Centene Corporation,Medicaid Managed Care,Medicaid,3L+,California_South,California,South,US,Cosentyx,IL-17A,582,226,22,334,Authorization Denied,471
PR3M,,TRICARE,Government,Federal,1L,California_South,California,South,US,Skyrizi,IL-23,414,258,21,135,Medical Records Requested,286
PR3M,,Optum Rx,PBM,Pharmacy Benefit,3L+,California_South,California,South,US,Humira,TNF,530,76,16,438,Refill Too Soon,461
PR3M,,Health Care Service Corporation,Commercial,Managed Care,2L,California_South,California,South,US,ILUMYA,IL-23,615,214,27,374,Referral Required,418
PR3M,,Medicaid State Plans,Government,Medicaid,1L,California_South,California,South,US,Skyrizi,IL-23,876,175,48,653,Referral Required,736
PR3M,,Express Scripts,PBM,Pharmacy Benefit,1L,California_South,California,South,US,Skyrizi,IL-23,589,142,33,414,Authorization Denied,507
PR3M,,Blue Cross Blue Shield,Commercial,Managed Care,2L,California_South,California,South,US,Tremfya,IL-23,857,277,33,547,Authorization Denied,634
PR3M,,Optum Rx,PBM,Pharmacy Benefit,3L+,California_South,California,South,US,BIMZLEX,IL-17A & IL-17F,386,78,41,267,Medical Records Requested,324
PR3M,,Florida Blue,Regional Health Plan,Managed Care,3L+,California_South,California,South,US,Stelara,IL-12/23,805,738,37,30,Medical Records Requested,628
PR3M,,Humana,Commercial,Medicare Advantage,3L+,Colorado_Denver,Colorado,East,US,BIMZLEX,IL-17A & IL-17F,295,78,1,216,Authorization Denied,207
PR3M,,Health Care Service Corporation,Commercial,Managed Care,1L,Colorado_Denver,Colorado,East,US,ILUMYA,IL-23,414,159,3,252,Refill Too Soon,331
PR3M,,Optum Rx,PBM,Pharmacy Benefit,1L,Colorado_Denver,Colorado,East,US,Humira,TNF,504,360,25,119,Refill Too Soon,454
PR3M,,Centene Corporation,Medicaid Managed Care,Medicaid,2L,Colorado_Denver,Colorado,East,US,Humira,TNF,775,113,39,623,Medical Records Requested,527
PR3M,,Cigna Healthcare,Commercial,Managed Care,3L+,Colorado_Denver,Colorado,East,US,Skyrizi,IL-23,779,583,2,194,Authorization Denied,553
PR3M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,2L,Colorado_Denver,Colorado,East,US,BIMZLEX,IL-17A & IL-17F,596,190,5,401,Refill Too Soon,405
PR3M,,Medicaid State Plans,Government,Medicaid,1L,Colorado_Denver,Colorado,East,US,ILUMYA,IL-23,382,128,47,207,Authorization Denied,325
PR3M,,Optum Rx,PBM,Pharmacy Benefit,2L,Colorado_Denver,Colorado,East,US,ILUMYA,IL-23,217,180,0,37,Authorization Denied,176
PR3M,,Cigna Healthcare,Commercial,Managed Care,2L,Colorado_Denver,Colorado,East,US,Stelara,IL-12/23,228,170,19,39,Authorization Denied,173
PR3M,,Medicare FFS,Government,Medicare,2L,Florida_East,Florida,West,US,BIMZLEX,IL-17A & IL-17F,651,383,2,266,Medical Records Requested,495
PR3M,,CVS Caremark,PBM,Pharmacy Benefit,3L+,Florida_East,Florida,West,US,Cosentyx,IL-17A,829,377,4,448,Authorization Denied,696
PR3M,,Humana,Commercial,Medicare Advantage,1L,Florida_East,Florida,West,US,BIMZLEX,IL-17A & IL-17F,470,439,3,28,Prior Authorization Required,338
PR3M,,Humana,Commercial,Medicare Advantage,1L,Florida_East,Florida,West,US,Humira,TNF,982,359,16,607,Refill Too Soon,874
PR3M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,2L,Florida_East,Florida,West,US,Humira,TNF,937,812,35,90,Medical Records Requested,731
PR3M,,Highmark,Regional Health Plan,Managed Care,3L+,Florida_East,Florida,West,US,ILUMYA,IL-23,725,612,0,113,Medical Records Requested,624
PR3M,,CareSource,Medicaid Managed Care,Medicaid,3L+,Florida_East,Florida,West,US,ILUMYA,IL-23,207,151,46,10,Referral Required,137
PR3M,,Centene Corporation,Medicaid Managed Care,Medicaid,2L,Florida_East,Florida,West,US,Cosentyx,IL-17A,549,233,28,288,Referral Required,461
PR3M,,CareSource,Medicaid Managed Care,Medicaid,2L,Florida_East,Florida,West,US,Humira,TNF,414,297,8,109,Medical Records Requested,331
PR3M,,WellCare,Medicare/Medicaid,Medicare Advantage,3L+,Florida_East,Florida,West,US,Tremfya,IL-23,658,396,44,218,Refill Too Soon,480
PR3M,,EmblemHealth,Regional Health Plan,Managed Care,1L,Florida_East,Florida,West,US,Stelara,IL-12/23,481,438,26,17,Medical Records Requested,428
PR3M,,CVS Caremark,PBM,Pharmacy Benefit,2L,Florida_East,Florida,West,US,Humira,TNF,306,102,39,165,Prior Authorization Required,202
PR3M,,Medicare FFS,Government,Medicare,3L+,Florida_West,Florida,West,US,Skyrizi,IL-23,640,244,48,348,Prior Authorization Required,435
PR3M,,Cigna Healthcare,Commercial,Managed Care,2L,Florida_West,Florida,West,US,Stelara,IL-12/23,976,198,24,754,Prior Authorization Required,732
PR3M,,CVS Caremark,PBM,Pharmacy Benefit,2L,Florida_West,Florida,West,US,Tremfya,IL-23,265,180,7,78,Authorization Denied,231
PR3M,,Medicaid State Plans,Government,Medicaid,1L,Florida_West,Florida,West,US,Humira,TNF,707,524,29,154,Prior Authorization Required,587
PR3M,,CareSource,Medicaid Managed Care,Medicaid,3L+,Florida_West,Florida,West,US,Stelara,IL-12/23,722,543,24,155,Authorization Denied,643
PR3M,,WellCare,Medicare/Medicaid,Medicare Advantage,3L+,Florida_West,Florida,West,US,ILUMYA,IL-23,176,144,30,2,Referral Required,118
PR3M,,Medicaid State Plans,Government,Medicaid,1L,Florida_West,Florida,West,US,Tremfya,IL-23,450,333,46,71,Authorization Denied,392
PR3M,,Molina Healthcare,Medicaid Managed Care,Medicaid,1L,Florida_West,Florida,West,US,Skyrizi,IL-23,535,268,46,221,Referral Required,423
PR3M,,WellCare,Medicare/Medicaid,Medicare Advantage,1L,Florida_West,Florida,West,US,Cosentyx,IL-17A,914,314,50,550,Refill Too Soon,594
PR3M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,1L,Florida_West,Florida,West,US,BIMZLEX,IL-17A & IL-17F,506,310,4,192,Referral Required,440
PR3M,,TRICARE,Government,Federal,2L,Florida_West,Florida,West,US,BIMZLEX,IL-17A & IL-17F,747,663,34,50,Prior Authorization Required,575
PR3M,,Florida Blue,Regional Health Plan,Managed Care,2L,Georgia_Atlanta,Georgia,East,US,BIMZLEX,IL-17A & IL-17F,559,481,34,44,Referral Required,458
PR3M,,Medicaid State Plans,Government,Medicaid,1L,Georgia_Atlanta,Georgia,East,US,Skyrizi,IL-23,379,132,35,212,Prior Authorization Required,254
PR3M,,Optum Rx,PBM,Pharmacy Benefit,2L,Georgia_Atlanta,Georgia,East,US,Humira,TNF,415,65,11,339,Referral Required,311
PR3M,,Health Care Service Corporation,Commercial,Managed Care,1L,Georgia_Atlanta,Georgia,East,US,BIMZLEX,IL-17A & IL-17F,956,354,1,601,Authorization Denied,717
PR3M,,Aetna,Commercial,Managed Care,2L,Illinois_Central,Illinois,North,US,BIMZLEX,IL-17A & IL-17F,701,468,7,226,Refill Too Soon,463
PR3M,,CVS Caremark,PBM,Pharmacy Benefit,1L,Illinois_Central,Illinois,North,US,ILUMYA,IL-23,629,157,50,422,Referral Required,459
PR3M,,Molina Healthcare,Medicaid Managed Care,Medicaid,2L,Illinois_Central,Illinois,North,US,Skyrizi,IL-23,276,62,33,181,Refill Too Soon,226
PR3M,,Aetna,Commercial,Managed Care,1L,Illinois_Central,Illinois,North,US,BIMZLEX,IL-17A & IL-17F,486,430,43,13,Refill Too Soon,389
PR3M,,EmblemHealth,Regional Health Plan,Managed Care,3L+,Illinois_Central,Illinois,North,US,Humira,TNF,461,295,37,129,Referral Required,355
PR3M,,Blue Cross Blue Shield,Commercial,Managed Care,3L+,Illinois_Central,Illinois,North,US,Tremfya,IL-23,278,177,41,60,Medical Records Requested,203
PR3M,,Express Scripts,PBM,Pharmacy Benefit,1L,Illinois_Central,Illinois,North,US,Cosentyx,IL-17A,409,138,7,264,Refill Too Soon,290
PR3M,,Humana,Commercial,Medicare Advantage,1L,Illinois_Central,Illinois,North,US,Stelara,IL-12/23,517,300,16,201,Prior Authorization Required,434
PR3M,,Prime Therapeutics,PBM,Pharmacy Benefit,2L,Illinois_Central,Illinois,North,US,Humira,TNF,781,761,14,6,Referral Required,617
PR3M,,Florida Blue,Regional Health Plan,Managed Care,1L,Illinois_Central,Illinois,North,US,ILUMYA,IL-23,995,718,49,228,Authorization Denied,826
PR3M,,Highmark,Regional Health Plan,Managed Care,2L,Illinois_Central,Illinois,North,US,Stelara,IL-12/23,633,111,19,503,Refill Too Soon,563
PR3M,,WellCare,Medicare/Medicaid,Medicare Advantage,1L,Illinois_Central,Illinois,North,US,BIMZLEX,IL-17A & IL-17F,586,313,38,235,Prior Authorization Required,475
PR3M,,Centene Corporation,Medicaid Managed Care,Medicaid,3L+,Illinois_Central,Illinois,North,US,Stelara,IL-12/23,787,704,44,39,Refill Too Soon,598
PR3M,,Optum Rx,PBM,Pharmacy Benefit,1L,Illinois_Central,Illinois,North,US,Skyrizi,IL-23,668,285,18,365,Authorization Denied,601
PR3M,,UnitedHealthcare,Commercial,Managed Care,2L,Illinois_Central,Illinois,North,US,Cosentyx,IL-17A,357,270,34,53,Referral Required,296
PR3M,,WellCare,Medicare/Medicaid,Medicare Advantage,1L,Indiana_Indianapolis,Indiana,East,US,Skyrizi,IL-23,144,97,30,17,Medical Records Requested,94
PR3M,,Veterans Health Administration (VA),Government,Veterans/Federal,1L,Indiana_Indianapolis,Indiana,East,US,Tremfya,IL-23,685,292,13,380,Prior Authorization Required,582
PR3M,,Veterans Health Administration (VA),Government,Veterans/Federal,2L,Indiana_Indianapolis,Indiana,East,US,Skyrizi,IL-23,444,323,25,96,Refill Too Soon,386
PR3M,,Veterans Health Administration (VA),Government,Veterans/Federal,3L+,Louisiana_NewOrleans,Louisiana,East,US,Tremfya,IL-23,171,113,25,33,Prior Authorization Required,125
PR3M,,Humana,Commercial,Medicare Advantage,2L,Louisiana_NewOrleans,Louisiana,East,US,Humira,TNF,832,225,12,595,Medical Records Requested,616
PR3M,,Molina Healthcare,Medicaid Managed Care,Medicaid,2L,Louisiana_NewOrleans,Louisiana,East,US,Humira,TNF,763,699,31,33,Prior Authorization Required,649
